Date & Time,Date,Time,Duration (Second),Delta,T_X+,T_X-,T_Y+,T_Y-,T_Z+,T_Z-,T_Mid,CSS_XP,CSS_XM,CSS_YP,CSS_YM,CSS_ZP,CSS_ZM,I_QF_0,I_QF_1,I_QF_2,I_QF_3,I_QF_4,I_QF_5,I_QF_6,I_QF_7,T_TTC-B,ITemp0,ITemp1,I_UMPB,U_UMPB,U_UMBB,I_Block1,I_TTCA,I_TTCB,XAngVel,XAng,XSpeed,YAngVel,YAng,YSpeed,ZAngVel,ZAng,ZSpeed,RA_YM,DE_YM,AZ_YM,Diff_RA,Diff_DE,Diff_AZ
5/19/2018 0:33,19/05/2018,0:33:40,2000,120,0.52,-2.41,-7.3,-1.43,-0.46,-3.39,4.43,0,0,0,0,0,0,47.73,44.73,158.16,347.53,196.63,96.55,26.61,19.14,7.36,6.39,10.3,1145.75,15.68,15.61,417.72,101.12,103.93,-0.000954,20.14,1014.6,-0.006676,0.26,4986.9,-0.003815,0.14,770.6,104.75,-9.88,59.88,6.32,2.47,94.56
5/19/2018 0:35,19/05/2018,0:35:39,2120,120,-0.46,-2.41,-7.3,-3.39,-0.94,-4.36,4.43,0,0,0,0,0,0,47.73,44.73,130.71,347.53,259.38,53.41,26.61,17.88,7.36,6.39,8.83,1134.42,15.68,15.61,427.21,101.12,103.93,0.023842,28.92,2540.9,-0.058174,-5.97,4487.1,-0.191689,19.64,0,102.47,11.93,54.4,8.61,-19.35,92.45
5/19/2018 0:37,19/05/2018,0:37:40,2240,120,-0.94,-2.9,-7.3,-3.39,-0.94,-4.36,4.43,268.3,0,0,66.95,14.77,0,47.73,44.73,130.71,339.73,286.83,53.41,26.61,19.14,7.36,8.34,8.34,1157.07,15.97,15.94,-265.6,101.12,103.93,-0.061035,26.91,-109.3,-0.063896,-13.31,5231.7,-0.152588,-14.12,0,122.09,-15.91,46.86,-11.02,8.5,92.39
5/19/2018 0:39,19/05/2018,0:39:40,2360,120,-0.46,-3.39,-7.3,-1.43,-0.46,-4.85,4.43,277.66,0,0.49,84.68,0.49,0,47.73,44.73,126.79,337.78,216.24,53.41,26.61,19.14,7.36,10.3,8.34,1077.81,16.16,16.06,-360.5,105.02,103.93,0.034332,25.11,0,-0.068665,-20.95,5243.9,0.062943,-11.51,0,118.6,-15.63,40.25,-7.53,8.21,91.41
5/19/2018 0:41,19/05/2018,0:41:39,2480,120,0.52,-3.39,-7.3,-1.43,-0.46,-5.34,4.43,286.52,0,0.49,83.2,15.75,0,663.43,75.95,130.71,341.68,220.16,53.41,26.61,19.14,7.36,12.25,8.34,1825.1,15.87,15.92,-142.22,101.12,103.93,0.013351,25.48,9.6,-0.061035,-28.57,5241.6,0.035286,-11.96,0,119.23,-15.64,32.43,-8.15,8.23,91.64
5/19/2018 0:43,19/05/2018,0:43:40,2600,120,1.01,-3.39,-7.3,-1.43,-0.46,-5.34,2.48,289.47,0,1.48,86.64,9.85,3.45,659.51,75.95,154.24,339.73,251.53,53.41,26.61,19.14,6.39,12.25,8.34,1893.04,15.97,15.94,-151.71,101.12,103.93,0.013351,26.23,10.2,-0.05722,-36.21,5245.7,-0.023842,-11.95,0,119.58,-15.02,24.69,-8.5,7.61,91.79
5/19/2018 0:45,19/05/2018,0:45:39,2720,120,1.99,-3.39,-7.3,0.52,-0.94,-5.34,2.48,289.47,2.46,4.43,89.6,25.6,32,655.59,75.95,126.79,337.78,188.79,53.41,26.61,19.14,6.39,12.25,8.34,1779.81,15.97,15.99,-265.6,101.12,103.93,-0.020027,25.94,0,-0.065804,-43.82,5245.8,0.016212,-12.53,0,120.05,-15.51,16.92,-8.97,8.1,91.96
5/19/2018 0:47,19/05/2018,0:47:40,2840,120,2.97,-3.88,-7.3,0.52,-0.94,-5.34,2.48,284.55,7.38,8.86,99.94,45.29,69.41,671.28,75.95,158.16,343.63,212.32,53.41,26.61,19.14,6.39,12.25,8.34,3115.88,15.87,15.85,85.55,105.02,1338.85,0.013351,26.44,0,-0.061989,-51.43,5244.9,-0.017166,-12.15,0,119.78,-14.95,9.32,-8.7,7.53,91.97
5/19/2018 0:49,19/05/2018,0:49:40,2960,120,4.43,-3.88,-7.3,0.52,-0.46,-5.34,2.48,279.63,13.78,13.29,104.86,66.46,108.8,655.59,75.95,126.79,337.78,212.32,53.41,26.61,19.14,6.39,12.25,8.83,1847.75,16.06,16.06,-313.05,101.12,103.93,-0.015259,26.14,0,-0.061989,-59.04,5245.9,0.020027,-12.65,0,120.28,-15.31,1.58,-9.19,7.9,92.12
5/19/2018 0:51,19/05/2018,0:51:39,3080,120,4.43,-4.36,-7.3,0.52,0.03,-4.85,2.48,268.8,20.68,17.23,113.23,85.17,143.75,655.59,75.95,130.71,337.78,180.94,53.41,26.61,19.14,6.39,12.25,8.83,1779.81,16.06,16.06,-322.54,101.12,107.83,0.009537,26.8,0,-0.06485,-66.64,5245.4,-0.024796,-12.52,0,120.12,-14.69,354.02,-9.03,7.28,92.08
5/19/2018 0:53,19/05/2018,0:53:40,3200,120,4.43,-4.36,-7.3,2.48,0.52,-3.88,2.48,251.57,25.6,18.71,116.68,100.43,177.23,655.59,75.95,126.79,337.78,204.47,53.41,26.61,19.14,7.36,12.25,8.83,1836.42,16.06,16.06,-275.09,101.12,103.93,0.002861,26.37,0,-0.061035,-74.23,5242.1,0.023842,-12.75,0,120.43,-15.08,346.31,-9.34,7.66,92.2
5/19/2018 0:55,19/05/2018,0:55:39,3320,120,5.9,-4.36,-7.3,4.43,0.52,-3.39,2.48,221.54,29.54,19.2,117.17,101.41,204.8,651.67,75.95,126.79,337.78,157.41,57.33,26.61,19.14,6.39,12.25,8.83,1745.84,16.06,16.06,-294.07,105.02,103.93,-0.005722,27.06,0,-0.066757,-81.83,5239.3,-0.023842,-12.88,0,120.61,-14.57,342.72,-9.53,7.16,88.19
5/19/2018 0:57,19/05/2018,0:57:39,3440,120,6.39,-3.88,-7.3,4.43,1.01,-2.41,2.48,183.63,26.58,14.28,111.26,78.77,228.43,655.59,75.95,134.63,337.78,188.79,53.41,26.61,19.14,6.39,12.25,8.83,1802.46,16.06,16.06,-275.09,101.12,103.93,0.007629,26.71,0,-0.063896,-89.42,5234.8,0.020981,-12.82,0,120.61,-14.57,342.72,-9.52,7.16,80.6
5/19/2018 0:59,19/05/2018,0:59:40,3560,120,6.39,-3.88,-7.3,4.43,1.01,-1.43,2.48,145.23,18.71,11.82,105.84,52.18,246.15,655.59,75.95,134.63,337.78,129.96,53.41,26.61,19.14,6.39,12.25,9.32,1734.52,16.06,16.06,-218.15,101.12,103.93,-0.01049,27.34,0,-0.061035,-97,5232.7,-0.021935,-13.24,0,120.61,-14.57,342.72,-9.52,7.16,73.01
5/19/2018 1:01,19/05/2018,1:01:39,3680,120,6.39,-3.88,-7.3,4.43,1.5,-0.46,2.48,108.31,15.26,8.86,107.32,45.29,258.95,655.59,75.95,126.79,337.78,173.1,53.41,26.61,19.14,6.39,12.25,10.3,1768.49,16.06,16.06,-265.6,101.12,103.93,0.01812,27.07,0,-0.066757,-104.58,5229.2,0.016212,-12.96,0,120.61,-14.57,342.72,-9.52,7.16,65.42
5/19/2018 1:03,19/05/2018,1:03:40,3800,120,5.9,-3.39,-7.3,6.39,1.5,0.52,2.48,69.91,16.25,9.35,119.14,55.14,264.86,655.59,75.95,134.63,337.78,165.26,53.41,26.61,19.14,7.36,12.25,10.3,1757.17,16.06,16.06,-246.62,101.12,103.93,-0.017166,27.58,0,-0.067711,-112.16,5223.1,-0.015259,-13.54,0,120.61,-14.57,342.72,-9.52,7.16,57.82
5/19/2018 1:05,19/05/2018,1:05:40,3920,120,5.9,-3.39,-7.3,4.43,1.5,1.5,2.48,28.06,20.18,15.75,106.34,76.8,267.81,655.59,75.95,154.24,337.78,224.08,53.41,26.61,19.14,6.39,12.25,12.25,1847.75,16.06,15.99,-199.17,101.12,105.88,0.019073,27.46,0,-0.061035,-119.74,5218.1,0.008583,-13.12,0,120.61,-14.57,342.72,-9.52,7.16,50.23
5/19/2018 1:07,19/05/2018,1:07:39,4040,120,4.92,-3.39,-7.3,6.39,1.5,2.48,2.48,6.89,28.06,11.32,90.09,35.94,265.84,655.59,75.95,146.4,339.73,192.71,53.41,26.61,19.14,6.39,12.25,10.3,1813.78,16.06,15.99,-189.68,101.12,103.93,-0.019073,27.78,0,-0.06485,-127.33,5215.9,-0.009537,-13.78,0,120.61,-14.57,342.72,-9.52,7.16,42.64
5/19/2018 1:09,19/05/2018,1:09:40,4160,120,4.43,-2.9,-7.3,6.39,1.5,2.97,4.43,10.83,50.71,6.4,88.61,23.14,261.9,655.59,75.95,134.63,337.78,208.4,53.41,26.61,19.14,7.36,12.25,10.3,1847.75,16.06,16.06,-180.19,101.12,103.93,0.024796,27.82,0,-0.063896,-134.88,5217.1,0.000954,-13.22,0,120.61,-14.57,342.72,-9.52,7.16,35.04
5/19/2018 1:11,19/05/2018,1:11:39,4280,120,3.94,-2.41,-5.34,6.39,1.5,2.97,4.43,11.32,87.63,7.38,97.97,35.94,254.52,655.59,75.95,142.48,339.73,180.94,53.41,26.61,19.14,7.85,15.18,10.3,1802.46,16.06,16.06,-208.66,101.12,103.93,-0.019073,28,0,-0.065804,-142.46,5213.3,-0.003815,-13.9,0,120.61,-14.57,342.72,-9.51,7.16,27.45
5/19/2018 1:23,19/05/2018,1:23:39,5000,720,1.01,1.5,-5.34,7.36,1.5,5.9,6.39,9.85,264.86,4.92,94.52,21.66,111.26,655.59,75.95,126.79,339.73,184.86,53.41,26.61,19.14,7.36,12.25,12.25,1802.46,16.06,16.06,-151.71,101.12,103.93,-0.007629,28.61,0,-0.063896,-187.89,5227.1,0.020981,-14,0,119.28,-13.25,232.37,-8.17,5.84,92.25
5/19/2018 1:25,19/05/2018,1:25:40,5120,120,1.01,2.48,-5.34,6.39,1.5,4.92,6.39,9.35,282.58,6.89,98.95,36.92,71.88,651.67,75.95,134.63,339.73,137.8,53.41,26.61,19.14,7.85,15.18,12.25,1757.17,16.06,16.06,-189.68,101.12,103.93,0.011444,29.27,0,-0.069618,-195.47,5232.6,-0.025749,-13.84,0,118.86,-13.8,224.87,-7.75,6.39,92.15
5/19/2018 1:27,19/05/2018,1:27:39,5240,120,1.01,3.45,-5.34,7.36,1.5,5.41,4.43,3.94,293.9,5.42,95.51,32,34.46,655.59,75.95,126.79,339.73,173.1,53.41,26.61,19.14,7.36,12.25,12.25,1779.81,16.06,16.06,-151.71,101.12,103.93,0.000954,28.82,0,-0.063896,-203.04,5235.5,0.025749,-13.89,0,119.11,-13.46,217.22,-8,6.04,92.2
5/19/2018 1:29,19/05/2018,1:29:39,5360,120,0.52,4.43,-3.39,6.39,1.5,4.92,6.39,0.98,292.43,2.95,90.58,18.71,4.43,655.59,75.95,134.63,339.73,177.02,53.41,26.61,19.14,7.36,12.25,12.25,1779.81,16.06,16.01,-142.22,101.12,103.93,-0.008583,29.42,0,-0.06485,-210.63,5237.5,-0.023842,-13.98,0,118.65,-13.94,209.69,-7.53,6.53,92.14
5/19/2018 1:31,19/05/2018,1:31:40,5480,120,0.52,4.92,-5.34,6.39,1.5,4.43,6.39,0,286.52,0.49,86.15,20.68,0,655.59,75.95,126.79,339.73,208.4,53.41,26.61,19.14,7.36,12.25,12.25,1813.78,16.06,16.01,-132.73,101.12,103.93,0.015259,29.05,0,-0.062943,-218.2,5241.1,0.021935,-13.7,0,119.07,-13.73,202.04,-7.96,6.32,92.21
5/19/2018 1:33,19/05/2018,1:33:39,5600,120,0.52,5.41,-3.39,6.39,1.5,3.94,7.36,0,276.67,0,86.15,51.2,0,655.59,75.95,126.79,339.73,196.63,53.41,26.61,19.14,7.36,12.25,12.25,1802.46,16.06,15.99,-123.24,101.12,107.83,-0.016212,29.5,0,-0.063896,-225.74,5240.7,-0.016212,-14.1,0,118.5,-14.11,194.58,-7.39,6.69,92.07
5/19/2018 1:35,19/05/2018,1:35:40,5720,120,-0.46,5.9,-5.34,6.39,1.99,3.45,6.39,0,265.84,0,83.2,90.09,0,655.59,75.95,146.4,339.73,200.55,53.41,26.61,19.14,7.36,12.25,12.25,1825.1,16.06,15.99,-113.75,101.12,107.83,0.023842,29.33,0,-0.06485,-233.34,5243.7,0.014305,-13.56,0,119.07,-14.02,186.82,-7.95,6.6,92.24
5/19/2018 1:37,19/05/2018,1:37:40,5840,120,-0.46,6.39,-3.39,6.39,2.97,2.97,7.36,0,113.23,0,38.4,56.61,0,663.43,75.95,126.79,345.58,200.55,53.41,26.61,19.14,7.36,12.25,10.3,1813.78,15.87,15.77,446.19,101.12,103.93,-0.01812,29.59,-65.1,-0.069618,-240.89,5243.4,-0.006676,-14.14,0,118.45,-14.28,179.41,-7.33,6.87,92.05
5/19/2018 1:39,19/05/2018,1:39:39,5960,120,-0.94,6.39,-3.39,6.39,2.48,2.48,7.36,0,0,0,0,0,0,671.28,77.9,158.16,349.48,239.77,57.33,26.61,19.14,6.39,8.34,10.3,1893.04,15.58,15.58,692.94,101.12,103.93,0.016212,29.64,0,-0.059128,-248.45,5240.5,-0.000954,-13.56,0,119.07,-14.29,171.65,-7.96,6.88,92.22
5/19/2018 1:41,19/05/2018,1:41:40,6080,120,-0.94,5.41,-5.34,6.39,1.99,1.01,6.39,0,0,0,0,0,0,671.28,77.9,130.71,349.48,196.63,53.41,26.61,19.14,7.85,7.85,8.83,1825.1,15.58,15.56,654.98,101.12,103.93,-0.020027,29.67,0,-0.06485,-256.05,5243.8,0.003815,-14.18,0,118.46,-14.47,164.18,-7.34,7.06,92.1
5/19/2018 1:43,19/05/2018,1:43:39,6200,120,-1.43,4.92,-5.34,4.43,1.01,1.5,6.39,0,0,0,0,0,0,43.8,44.73,154.24,345.58,212.32,53.41,26.61,19.14,7.36,6.39,8.83,1100.45,15.68,15.68,408.23,101.12,103.93,0.015259,29.94,0,-0.061989,-263.63,5239.7,-0.01049,-13.63,0,119.12,-14.54,156.41,-8,7.12,92.28
5/19/2018 1:45,19/05/2018,1:45:39,6320,120,-1.92,4.43,-5.34,2.48,1.01,0.52,6.39,0,0,0,0,0,0,43.8,44.73,130.71,345.58,184.86,53.41,26.61,19.14,7.36,6.39,8.34,1055.16,15.68,15.68,398.74,101.12,103.93,-0.019073,29.83,0,-0.065804,-271.21,5238.9,0.012398,-14.19,0,118.54,-14.67,148.92,-7.42,7.26,92.18
5/19/2018 1:47,19/05/2018,1:47:40,6440,120,-1.92,3.45,-5.34,0.52,0.52,0.52,6.39,0,0,0,0,0,0,47.73,44.73,134.63,345.58,196.63,53.41,26.61,17.88,6.39,6.39,8.34,1077.81,15.68,15.68,408.23,101.12,103.93,0.013351,30.27,0,-0.06485,-278.8,5239.7,-0.017166,-13.74,0,119.2,-14.78,141.14,-8.08,7.37,92.36
5/19/2018 1:49,19/05/2018,1:48:59,6520,80,-2.41,2.97,-5.83,0.52,0.52,-0.46,5.41,0,0,0,0,0,0,47.73,44.73,130.71,345.58,192.71,53.41,26.61,19.14,6.39,6.39,8.34,1066.49,15.77,15.68,398.74,101.12,103.93,0.007629,30.37,0,-0.062943,-283.84,5235.7,-0.019073,-13.79,0,119.24,-14.86,136.04,-8.11,7.45,92.4
5/19/2018 1:51,19/05/2018,1:50:59,6640,120,-2.9,2.48,-5.34,-1.43,-0.46,-0.94,6.39,0,0,0,0,0,0,47.73,44.73,126.79,345.58,173.1,53.41,26.61,19.14,6.39,6.39,8.34,1043.84,15.68,15.68,379.75,101.12,105.88,-0.004768,30.04,0,-0.06485,-291.42,5237.6,0.023842,-14.04,0,118.75,-14.83,128.59,-7.63,7.42,92.26
5/19/2018 1:53,19/05/2018,1:53:00,6760,120,-2.9,1.99,-7.3,-3.39,-0.46,-1.43,6.39,0,0,0,0,0,0,47.73,44.73,158.16,345.58,180.94,53.41,26.61,19.14,6.39,6.39,8.34,1077.81,15.68,15.68,408.23,101.12,103.93,0.004768,30.73,0,-0.062943,-299.01,5240.2,-0.024796,-13.96,0,119.36,-15.14,120.8,-8.24,7.73,92.46
5/19/2018 1:55,19/05/2018,1:54:59,6880,120,-3.39,1.5,-7.3,-3.39,-0.94,-1.92,6.39,0,0,0,0,0,0,47.73,44.73,126.79,345.58,165.26,53.41,26.61,19.14,6.39,4.43,8.34,1032.52,15.68,15.68,389.25,101.12,107.83,0.012398,30.33,0,-0.066757,-306.58,5236.7,0.026703,-13.88,0,118.98,-14.91,113.28,-7.85,7.49,92.37
5/19/2018 1:57,19/05/2018,1:57:00,7000,120,-3.39,0.52,-7.3,-3.39,-0.94,-2.41,6.39,0,0,0,0,0,0,47.73,44.73,158.16,345.58,188.79,57.33,26.61,19.14,6.39,4.43,8.34,1100.45,15.68,15.68,398.74,105.02,103.93,-0.005722,30.96,0,-0.062943,-314.15,5237.7,-0.023842,-14.1,0,119.54,-15.35,105.54,-8.41,7.94,92.53
5/19/2018 1:59,19/05/2018,1:59:00,7120,120,-3.88,0.52,-7.3,-3.39,-1.43,-2.9,4.43,0,0,0,0,0,0,47.73,44.73,130.71,345.58,208.4,53.41,26.61,17.88,6.39,4.43,8.34,1077.81,15.68,15.68,408.23,101.12,103.93,0.01812,30.63,0,-0.062943,-321.74,5236.4,0.023842,-13.8,0,119.19,-15.01,97.98,-8.06,7.59,92.49
5/19/2018 2:01,19/05/2018,2:00:59,7240,120,-4.36,-0.46,-7.3,-3.39,-1.92,-3.39,4.43,0,0,0,0,0,0,47.73,44.73,142.48,345.58,173.1,53.41,26.61,19.14,6.39,4.43,8.34,1055.16,15.68,15.68,398.74,101.12,103.93,-0.011444,31.25,0,-0.065804,-329.31,5238,-0.022888,-14.16,0,119.79,-15.39,90.23,-8.66,7.98,92.65
5/19/2018 2:03,19/05/2018,2:03:00,7360,120,-4.85,-0.94,-7.3,-5.34,-2.41,-3.39,4.43,0,0,0,0,0,0,47.73,44.73,130.71,345.58,216.24,53.41,26.61,19.14,6.39,4.43,6.39,1089.13,15.68,15.63,398.74,101.12,103.93,0.017166,30.96,0,-0.061989,-336.88,5240.3,0.019073,-13.79,0,119.43,-15.08,82.72,-8.29,7.67,92.57
5/19/2018 2:05,19/05/2018,2:04:59,7480,120,-4.85,-0.94,-7.3,-5.34,-2.41,-4.36,4.43,0,0,0,0,0,0,47.73,44.73,134.63,345.58,196.63,53.41,26.61,19.14,4.43,4.43,6.39,1066.49,15.68,15.63,398.74,101.12,103.93,-0.016212,31.48,0,-0.062943,-344.48,5236.6,-0.01812,-14.28,0,120.05,-15.43,74.92,-8.92,8.02,92.77
5/19/2018 2:07,19/05/2018,2:06:59,7600,120,-5.34,-1.92,-7.3,-7.3,-2.9,-4.85,4.43,0,0,0,0,0,0,47.73,44.73,130.71,345.58,224.08,53.41,26.61,17.88,4.43,4.43,6.39,1100.45,15.68,15.61,408.23,101.12,103.93,0.023842,31.3,0,-0.061989,-352.03,5239.3,0.01049,-13.81,0,119.69,-15.06,67.39,-8.56,7.65,92.71
5/19/2018 2:09,19/05/2018,2:09:00,7720,120,-5.83,-1.92,-7.3,-7.3,-3.39,-4.85,2.48,0,0,0,0,0,0,47.73,44.73,126.79,345.58,216.24,53.41,26.61,17.88,4.43,4.43,4.92,1089.13,15.68,15.61,398.74,101.12,103.93,-0.022888,31.65,0,-0.062943,-359.62,5238.7,-0.01049,-14.38,0,120.29,-15.41,59.63,-9.15,7.99,92.88
5/19/2018 2:11,19/05/2018,2:10:59,7840,120,-5.83,-2.41,-9.25,-7.3,-3.39,-5.34,2.48,0,0,0,0,0,0,47.73,44.73,158.16,347.53,184.86,53.41,26.61,17.88,4.43,4.43,4.92,1089.13,15.68,15.61,398.74,101.12,107.83,0.020027,31.67,0,-0.065804,-367.19,5244.2,0.005722,-13.81,0,119.95,-14.94,52.11,-8.81,7.53,92.8
5/19/2018 2:13,19/05/2018,2:13:00,7960,120,-6.32,-2.9,-9.25,-7.3,-3.39,-5.83,2.48,271.75,0,0.49,76.31,0.49,0,47.73,44.73,126.79,337.78,188.79,53.41,26.61,19.14,4.43,6.39,4.43,1055.16,16.06,16.06,-351.01,105.02,103.93,-0.017166,31.81,0,-0.06485,-374.76,5243.6,0.000954,-14.46,0,120.53,-15.33,44.34,-9.39,7.92,92.98
